source,category,full_path
id03569,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id03569/00065_id05106_ZnnDdjlABM4_id04736_wavtolip.mp4
id03658,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id03658/00077_id01783_WBUM0bHzWNA_id00359_wavtolip.mp4
id03658,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id03658/00077_id02071_cHuDh9F87vA_id00577_wavtolip.mp4
id03658,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id03658/00077_id02721_rwNm8RKL47Y_id04437_wavtolip.mp4
id03658,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id03658/00077_id04245_nQD_PRlBDyw_id02617_wavtolip.mp4
id04055,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04055/00001_id00568_gakhcJXnJZ8_id03656_wavtolip.mp4
id04055,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04055/00001_id01178_6XpgYMiKxhc_id03656_wavtolip.mp4
id04055,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04055/00001_id01907_LBcRkuRq0uY_id04540_wavtolip.mp4
id04055,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04055/00001_id02586_dEYzYDsbAeo_id00577_wavtolip.mp4
id04055,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04055/00001_id03103_wiCYm3THQPw_id02808_wavtolip.mp4
id04055,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04055/00001_id04939_i4v2cXo9HIQ_id05980_wavtolip.mp4
id04055,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04055/00001_id05251_c_cxumCQ768_id03658_wavtolip.mp4
id04055,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04055/00001_id05252_CMxIX3absYM_id02948_wavtolip.mp4
id04245,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04245/00072_id00359_RZMQan-7me4_id01838_wavtolip.mp4
id04245,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04245/00072_id03569_YO0EpPm9p-8_id00460_wavtolip.mp4
id04245,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04245/00072_id04437_2csrqaF55pk_id01178_wavtolip.mp4
id04437,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04437/00002_id00460_9sVM1Crx1FA_id02586_wavtolip.mp4
id04437,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04437/00002_id00832_Jr4-dXRChME_id05231_wavtolip.mp4
id04437,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04437/00002_id02586_dEYzYDsbAeo_id02808_wavtolip.mp4
id04437,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04437/00002_id03656_draVIyyqLtk_id01532_wavtolip.mp4
id04437,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04437/00002_id04245_nQD_PRlBDyw_id03658_wavtolip.mp4
id04437,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04437/00002_id04376_p643JnOAGx8_id05106_wavtolip.mp4
id04437,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04437/00002_id05252_CMxIX3absYM_id04376_wavtolip.mp4
id04540,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04540/00078_id00371_t20i0HtPwW0_id04689_wavtolip.mp4
id04540,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04540/00078_id00832_Jr4-dXRChME_id02508_wavtolip.mp4
id04540,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04540/00078_id02301_WdVa7Mp3brI_id00832_wavtolip.mp4
id04540,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04540/00078_id02586_dEYzYDsbAeo_id00707_wavtolip.mp4
id04540,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04540/00078_id02824_glBy_mYcXZw_id00829_wavtolip.mp4
id04540,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04540/00078_id03656_draVIyyqLtk_id00460_wavtolip.mp4
id04540,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04540/00078_id04547_3Qy2g2M47Aw_id00359_wavtolip.mp4
id04540,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04540/00078_id04939_i4v2cXo9HIQ_id01907_wavtolip.mp4
id04689,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04689/00005_id04374_SWltOOZmlWM_id02071_wavtolip.mp4
id04705,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04705/00408_id05252_CMxIX3absYM_id02838_wavtolip.mp4
id04939,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04939/00174_id02586_dEYzYDsbAeo_id00832_wavtolip.mp4
id05231,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id05231/00149_id01178_6XpgYMiKxhc_id00577_wavtolip.mp4
id05252,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id05252/00052_id01178_6XpgYMiKxhc_id00568_wavtolip.mp4
id05980,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id05980/00143_id02071_cHuDh9F87vA_id02508_wavtolip.mp4
id00166,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00166/00010_id00391_wavtolip.mp4
id00166,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00166/00010_id00944_wavtolip.mp4
id00166,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00166/00010_id01207_wavtolip.mp4
id00166,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00166/00010_id01392_wavtolip.mp4
id00166,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00166/00010_id01598_wavtolip.mp4
id00166,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00166/00010_id01920_wavtolip.mp4
id00166,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00166/00010_id01972_wavtolip.mp4
id00166,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00166/00010_id02051_wavtolip.mp4
id00166,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00166/00010_id02296_wavtolip.mp4
id00166,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00166/00010_id02494_wavtolip.mp4
id00173,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00173/00118_id00475_wavtolip.mp4
id00173,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00173/00118_id00781_wavtolip.mp4
id00173,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00173/00118_id00987_wavtolip.mp4
id00173,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00173/00118_id01036_wavtolip.mp4
id00173,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00173/00118_id01170_wavtolip.mp4
id00173,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00173/00118_id01528_wavtolip.mp4
id00173,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00173/00118_id01610_wavtolip.mp4
id00173,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00173/00118_id01835_wavtolip.mp4
id00173,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00173/00118_id01995_wavtolip.mp4
id00173,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00173/00118_id02342_wavtolip.mp4
id00391,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00391/00052_id00987_wavtolip.mp4
id00391,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00391/00052_id01076_wavtolip.mp4
id00391,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00391/00052_id01544_wavtolip.mp4
id00391,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00391/00052_id01597_wavtolip.mp4
id00391,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00391/00052_id01598_wavtolip.mp4
id00391,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00391/00052_id01717_wavtolip.mp4
id00391,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00391/00052_id01835_wavtolip.mp4
id00391,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00391/00052_id01856_wavtolip.mp4
id00391,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00391/00052_id02040_wavtolip.mp4
id00391,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00391/00052_id02494_wavtolip.mp4
id00475,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00475/00099_id00701_wavtolip.mp4
id00475,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00475/00099_id00761_wavtolip.mp4
id00475,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00475/00099_id00944_wavtolip.mp4
id00475,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00475/00099_id01179_wavtolip.mp4
id00475,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00475/00099_id01392_wavtolip.mp4
id00475,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00475/00099_id01598_wavtolip.mp4
id00475,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00475/00099_id01637_wavtolip.mp4
id00475,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00475/00099_id01717_wavtolip.mp4
id00475,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00475/00099_id01835_wavtolip.mp4
id00475,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00475/00099_id02040_wavtolip.mp4
id00476,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00476/00109_id00173_wavtolip.mp4
id00476,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00476/00109_id00391_wavtolip.mp4
id00476,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00476/00109_id00701_wavtolip.mp4
id00476,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00476/00109_id01392_wavtolip.mp4
id00476,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00476/00109_id01544_wavtolip.mp4
id00476,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00476/00109_id01597_wavtolip.mp4
id00476,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00476/00109_id01637_wavtolip.mp4
id00476,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00476/00109_id01779_wavtolip.mp4
id00476,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00476/00109_id02296_wavtolip.mp4
id00476,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00476/00109_id02316_wavtolip.mp4
id00478,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00478/00206_id01076_wavtolip.mp4
id00478,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00478/00206_id01530_wavtolip.mp4
id00478,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00478/00206_id01544_wavtolip.mp4
id00478,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00478/00206_id01597_wavtolip.mp4
id00478,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00478/00206_id01691_wavtolip.mp4
id00478,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00478/00206_id01972_wavtolip.mp4
id00478,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00478/00206_id02051_wavtolip.mp4
id00478,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00478/00206_id02268_wavtolip.mp4
id00478,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00478/00206_id02316_wavtolip.mp4
id00478,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00478/00206_id04727_wavtolip.mp4
id00518,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00518/00031_id00166_wavtolip.mp4
id00518,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00518/00031_id00518_wavtolip.mp4
id00518,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00518/00031_id00701_wavtolip.mp4
id00518,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00518/00031_id00761_wavtolip.mp4
id00518,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00518/00031_id00944_wavtolip.mp4
id00518,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00518/00031_id01528_wavtolip.mp4
id00518,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00518/00031_id01597_wavtolip.mp4
id00518,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00518/00031_id01717_wavtolip.mp4
id00518,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00518/00031_id01933_wavtolip.mp4
id00518,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00518/00031_id01972_wavtolip.mp4
id00701,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00701/00092_id00391_wavtolip.mp4
id00701,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00701/00092_id00987_wavtolip.mp4
id00701,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00701/00092_id01036_wavtolip.mp4
id00701,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00701/00092_id01207_wavtolip.mp4
id00701,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00701/00092_id01392_wavtolip.mp4
id00701,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00701/00092_id01691_wavtolip.mp4
id00701,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00701/00092_id01717_wavtolip.mp4
id00701,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00701/00092_id01856_wavtolip.mp4
id00701,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00701/00092_id01933_wavtolip.mp4
id00701,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00701/00092_id01972_wavtolip.mp4
id00761,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00761/00072_id00166_wavtolip.mp4
id00761,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00761/00072_id00476_wavtolip.mp4
id00761,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00761/00072_id00944_wavtolip.mp4
id00761,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00761/00072_id01171_wavtolip.mp4
id00761,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00761/00072_id01179_wavtolip.mp4
id00761,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00761/00072_id01207_wavtolip.mp4
id00761,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00761/00072_id01452_wavtolip.mp4
id00761,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00761/00072_id01610_wavtolip.mp4
id00761,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00761/00072_id01933_wavtolip.mp4
id00761,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00761/00072_id02051_wavtolip.mp4
id00781,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00781/00092_id00761_wavtolip.mp4
id00781,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00781/00092_id00781_wavtolip.mp4
id00781,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00781/00092_id00944_wavtolip.mp4
id00781,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00781/00092_id01170_wavtolip.mp4
id00781,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00781/00092_id01236_wavtolip.mp4
id00781,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00781/00092_id01610_wavtolip.mp4
id00781,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00781/00092_id01637_wavtolip.mp4
id00781,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00781/00092_id01972_wavtolip.mp4
id00781,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00781/00092_id02051_wavtolip.mp4
id00781,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00781/00092_id04727_wavtolip.mp4
id00830,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00830/00143_id00173_wavtolip.mp4
id00830,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00830/00143_id00366_wavtolip.mp4
id00830,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00830/00143_id01236_wavtolip.mp4
id00830,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00830/00143_id01452_wavtolip.mp4
id00830,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00830/00143_id01528_wavtolip.mp4
id00830,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00830/00143_id01544_wavtolip.mp4
id00830,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00830/00143_id01598_wavtolip.mp4
id00830,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00830/00143_id01972_wavtolip.mp4
id00830,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00830/00143_id02316_wavtolip.mp4
id00830,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00830/00143_id02494_wavtolip.mp4
id00987,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00987/00160_id00476_wavtolip.mp4
id00987,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00987/00160_id00761_wavtolip.mp4
id00987,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00987/00160_id01036_wavtolip.mp4
id00987,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00987/00160_id01452_wavtolip.mp4
id00987,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00987/00160_id01530_wavtolip.mp4
id00987,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00987/00160_id01835_wavtolip.mp4
id00987,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00987/00160_id01972_wavtolip.mp4
id00987,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00987/00160_id02005_wavtolip.mp4
id00987,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00987/00160_id02268_wavtolip.mp4
id00987,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00987/00160_id02296_wavtolip.mp4
id01036,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01036/00010_id00366_wavtolip.mp4
id01036,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01036/00010_id00987_wavtolip.mp4
id01036,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01036/00010_id01076_wavtolip.mp4
id01036,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01036/00010_id01171_wavtolip.mp4
id01036,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01036/00010_id01236_wavtolip.mp4
id01036,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01036/00010_id01530_wavtolip.mp4
id01036,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01036/00010_id01637_wavtolip.mp4
id01036,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01036/00010_id01920_wavtolip.mp4
id01036,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01036/00010_id01933_wavtolip.mp4
id01036,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01036/00010_id02051_wavtolip.mp4
id01076,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01076/00005_id00391_wavtolip.mp4
id01076,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01076/00005_id01392_wavtolip.mp4
id01076,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01076/00005_id01521_wavtolip.mp4
id01076,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01076/00005_id01610_wavtolip.mp4
id01076,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01076/00005_id01637_wavtolip.mp4
id01076,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01076/00005_id01779_wavtolip.mp4
id01076,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01076/00005_id01856_wavtolip.mp4
id01076,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01076/00005_id01995_wavtolip.mp4
id01076,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01076/00005_id02005_wavtolip.mp4
id01076,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01076/00005_id02051_wavtolip.mp4
id01171,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01171/00053_id00475_wavtolip.mp4
id01171,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01171/00053_id00761_wavtolip.mp4
id01171,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01171/00053_id00987_wavtolip.mp4
id01171,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01171/00053_id01171_wavtolip.mp4
id01171,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01171/00053_id01236_wavtolip.mp4
id01171,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01171/00053_id01717_wavtolip.mp4
id01171,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01171/00053_id01779_wavtolip.mp4
id01171,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01171/00053_id01835_wavtolip.mp4
id01171,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01171/00053_id01995_wavtolip.mp4
id01171,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01171/00053_id02296_wavtolip.mp4
id01207,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01207/00320_id00166_wavtolip.mp4
id01207,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01207/00320_id00391_wavtolip.mp4
id01207,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01207/00320_id00518_wavtolip.mp4
id01207,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01207/00320_id00761_wavtolip.mp4
id01207,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01207/00320_id01236_wavtolip.mp4
id01207,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01207/00320_id01544_wavtolip.mp4
id01207,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01207/00320_id01691_wavtolip.mp4
id01207,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01207/00320_id01835_wavtolip.mp4
id01207,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01207/00320_id01920_wavtolip.mp4
id01207,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01207/00320_id02268_wavtolip.mp4
id01452,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01452/00001_id00076_wavtolip.mp4
id01452,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01452/00001_id00391_wavtolip.mp4
id01452,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01452/00001_id00476_wavtolip.mp4
id01452,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01452/00001_id00478_wavtolip.mp4
id01452,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01452/00001_id01170_wavtolip.mp4
id01452,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01452/00001_id01598_wavtolip.mp4
id01452,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01452/00001_id01637_wavtolip.mp4
id01452,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01452/00001_id01779_wavtolip.mp4
id01452,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01452/00001_id01835_wavtolip.mp4
id01452,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01452/00001_id02296_wavtolip.mp4
id01521,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01521/00109_id00478_wavtolip.mp4
id01521,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01521/00109_id01236_wavtolip.mp4
id01521,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01521/00109_id01452_wavtolip.mp4
id01521,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01521/00109_id01528_wavtolip.mp4
id01521,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01521/00109_id01544_wavtolip.mp4
id01521,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01521/00109_id01597_wavtolip.mp4
id01521,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01521/00109_id01856_wavtolip.mp4
id01521,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01521/00109_id02051_wavtolip.mp4
id01521,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01521/00109_id02296_wavtolip.mp4
id01521,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01521/00109_id02316_wavtolip.mp4
id01530,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01530/00002_id01179_wavtolip.mp4
id01530,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01530/00002_id01392_wavtolip.mp4
id01530,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01530/00002_id01521_wavtolip.mp4
id01530,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01530/00002_id01598_wavtolip.mp4
id01530,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01530/00002_id01637_wavtolip.mp4
id01530,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01530/00002_id01972_wavtolip.mp4
id01530,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01530/00002_id02040_wavtolip.mp4
id01530,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01530/00002_id02296_wavtolip.mp4
id01530,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01530/00002_id02494_wavtolip.mp4
id01530,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01530/00002_id04727_wavtolip.mp4
id01544,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01544/00044_id00478_wavtolip.mp4
id01544,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01544/00044_id00701_wavtolip.mp4
id01544,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01544/00044_id00830_wavtolip.mp4
id01544,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01544/00044_id01076_wavtolip.mp4
id01544,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01544/00044_id01544_wavtolip.mp4
id01544,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01544/00044_id01598_wavtolip.mp4
id01544,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01544/00044_id01637_wavtolip.mp4
id01544,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01544/00044_id01691_wavtolip.mp4
id01544,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01544/00044_id01835_wavtolip.mp4
id01544,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01544/00044_id01920_wavtolip.mp4
id01597,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01597/00005_id00076_wavtolip.mp4
id01597,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01597/00005_id00944_wavtolip.mp4
id01597,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01597/00005_id00987_wavtolip.mp4
id01597,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01597/00005_id01528_wavtolip.mp4
id01597,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01597/00005_id01544_wavtolip.mp4
id01597,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01597/00005_id01691_wavtolip.mp4
id01597,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01597/00005_id01717_wavtolip.mp4
id01597,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01597/00005_id01933_wavtolip.mp4
id01597,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01597/00005_id01995_wavtolip.mp4
id01597,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01597/00005_id02316_wavtolip.mp4
