"group_order","row_order","experiment_group","experiment_name","script","job_ids","model_label","metric_name_raw","metric_name","metric_value","metric_std","metric_delta","source_fragment","paper_usage"
"7","18","HEAD ABLATION","A2 trained head: inference ablation (mask v_c or a_c)","avh_sup/eval_head_ablation.py","23658625","A2","AV1M","av1m","0.5280","","-0.4695","mask_ac: AV1M=0.5280(-0.4695)","Smoking gun: binary head never learned to use visual Z_c. Compare to A6 mask_uv"
"7","18","HEAD ABLATION","A2 trained head: inference ablation (mask v_c or a_c)","avh_sup/eval_head_ablation.py","23658625","A2","FV-RA","fv_ra","0.4709","","-0.0240","FV-RA=0.4709(-0.0240)","Smoking gun: binary head never learned to use visual Z_c. Compare to A6 mask_uv"
"7","18","HEAD ABLATION","A2 trained head: inference ablation (mask v_c or a_c)","avh_sup/eval_head_ablation.py","23658625","A2","RV-FA","rv_fa","0.5375","","","RV-FA=0.5375","Smoking gun: binary head never learned to use visual Z_c. Compare to A6 mask_uv"
"7","18","HEAD ABLATION","A2 trained head: inference ablation (mask v_c or a_c)","avh_sup/eval_head_ablation.py","23658625","A2","overall","overall","0.4280","","-0.3369","overall=0.4280(-0.3369)","Smoking gun: binary head never learned to use visual Z_c. Compare to A6 mask_uv"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","AV1M","av1m","0.9983","","","baseline: AV1M=0.9983","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","FV-RA","fv_ra","0.5860","","","FV-RA=0.5860","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","RV-FA","rv_fa","0.9993","","","RV-FA=0.9993","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","overall","overall","0.8059","","","overall=0.8059","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","AV1M","av1m","0.9981","","-0.0003","mask_sv: AV1M=0.9981(-0.0003)","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","FV-RA","fv_ra","0.5460","","-0.0400","FV-RA=0.5460(-0.0400)","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","RV-FA","rv_fa","0.9999","","","RV-FA=0.9999","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","overall","overall","0.7881","","-0.0178","overall=0.7881(-0.0178)","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","AV1M","av1m","0.9975","","-0.0008","mask_uv: AV1M=0.9975(-0.0008)","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","FV-RA","fv_ra","0.5259","","-0.0601","FV-RA=0.5259(-0.0601)","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","RV-FA","rv_fa","0.9994","","","RV-FA=0.9994","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","overall","overall","0.7782","","-0.0277","overall=0.7782(-0.0277)","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","AV1M","av1m","0.9961","","-0.0023","mask_sa: AV1M=0.9961(-0.0023)","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","FV-RA","fv_ra","0.7794","","+0.1934","FV-RA=0.7794(+0.1934)","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","RV-FA","rv_fa","0.9983","","","RV-FA=0.9983","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","overall","overall","0.8916","","+0.0858","overall=0.8916(+0.0858)","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","AV1M","av1m","0.9421","","-0.0562","mask_ua: AV1M=0.9421(-0.0562)","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","FV-RA","fv_ra","0.6631","","+0.0772","FV-RA=0.6631(+0.0772)","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","RV-FA","rv_fa","0.9635","","","RV-FA=0.9635","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","overall","overall","0.8211","","+0.0152","overall=0.8211(+0.0152)","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","AV1M","av1m","0.9957","","-0.0026","mask_vis: AV1M=0.9957(-0.0026)","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","FV-RA","fv_ra","0.4729","","-0.1131","FV-RA=0.4729(-0.1131)","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","RV-FA","rv_fa","0.9999","","","RV-FA=0.9999","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","overall","overall","0.7541","","-0.0518","overall=0.7541(-0.0518)","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","AV1M","av1m","0.7571","","-0.2412","mask_aud: AV1M=0.7571(-0.2412)","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","FV-RA","fv_ra","0.7934","","+0.2074","FV-RA=0.7934(+0.2074)","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","RV-FA","rv_fa","0.5522","","","RV-FA=0.5522","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","overall","overall","0.7986","","-0.0073","overall=0.7986(-0.0073)","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","AV1M","av1m","0.9899","","-0.0084","mask_syn: AV1M=0.9899(-0.0084)","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","FV-RA","fv_ra","0.8041","","+0.2181","FV-RA=0.8041(+0.2181)","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","RV-FA","rv_fa","0.9977","","","RV-FA=0.9977","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","overall","overall","0.9021","","+0.0962","overall=0.9021(+0.0962)","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","AV1M","av1m","0.9710","","-0.0274","mask_uniq: AV1M=0.9710(-0.0274)","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","FV-RA","fv_ra","0.5262","","-0.0598","FV-RA=0.5262(-0.0598)","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","RV-FA","rv_fa","0.9961","","","RV-FA=0.9961","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","19","HEAD ABLATION","A5 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658626","A5","overall","overall","0.7721","","-0.0338","overall=0.7721(-0.0338)","A5 midway A2→A6. Structure exists but adversarial pressure insufficient to commit to u_v"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","AV1M","av1m","0.9982","","","baseline: AV1M=0.9982","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","FV-RA","fv_ra","0.7206","","","FV-RA=0.7206","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","RV-FA","rv_fa","1.0000","","","RV-FA=1.0000","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","overall","overall","0.8685","","","overall=0.8685","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","AV1M","av1m","0.9986","","+0.0004","mask_sv: AV1M=0.9986(+0.0004)","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","FV-RA","fv_ra","0.7805","","+0.0599","FV-RA=0.7805(+0.0599)","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","RV-FA","rv_fa","1.0000","","","RV-FA=1.0000","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","overall","overall","0.8968","","+0.0283","overall=0.8968(+0.0283)","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","AV1M","av1m","0.9967","","-0.0015","mask_uv: AV1M=0.9967(-0.0015)","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","FV-RA","fv_ra","0.3661","","-0.3544","FV-RA=0.3661(-0.3544)","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","RV-FA","rv_fa","1.0000","","","RV-FA=1.0000","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","overall","overall","0.7039","","-0.1647","overall=0.7039(-0.1647)","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","AV1M","av1m","0.9971","","-0.0012","mask_sa: AV1M=0.9971(-0.0012)","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","FV-RA","fv_ra","0.7882","","+0.0676","FV-RA=0.7882(+0.0676)","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","RV-FA","rv_fa","1.0000","","","RV-FA=1.0000","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","overall","overall","0.9000","","+0.0314","overall=0.9000(+0.0314)","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","AV1M","av1m","0.8430","","-0.1552","mask_ua: AV1M=0.8430(-0.1552)","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","FV-RA","fv_ra","0.7287","","+0.0081","FV-RA=0.7287(+0.0081)","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","RV-FA","rv_fa","0.7462","","","RV-FA=0.7462","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","overall","overall","0.7350","","-0.1336","overall=0.7350(-0.1336)","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","AV1M","av1m","0.9968","","-0.0015","mask_vis: AV1M=0.9968(-0.0015)","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","FV-RA","fv_ra","0.4841","","-0.2365","FV-RA=0.4841(-0.2365)","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","RV-FA","rv_fa","1.0000","","","RV-FA=1.0000","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","overall","overall","0.7590","","-0.1096","overall=0.7590(-0.1096)","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","AV1M","av1m","0.7641","","-0.2341","mask_aud: AV1M=0.7641(-0.2341)","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","FV-RA","fv_ra","0.7870","","+0.0665","FV-RA=0.7870(+0.0665)","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","RV-FA","rv_fa","0.5498","","","RV-FA=0.5498","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","overall","overall","0.7761","","-0.0924","overall=0.7761(-0.0924)","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","AV1M","av1m","0.9965","","-0.0018","mask_syn: AV1M=0.9965(-0.0018)","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","FV-RA","fv_ra","0.8614","","+0.1408","FV-RA=0.8614(+0.1408)","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","RV-FA","rv_fa","1.0000","","","RV-FA=1.0000","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","overall","overall","0.9345","","+0.0660","overall=0.9345(+0.0660)","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","AV1M","av1m","0.7136","","-0.2847","mask_uniq: AV1M=0.7136(-0.2847)","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","FV-RA","fv_ra","0.3417","","-0.3789","FV-RA=0.3417(-0.3789)","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","RV-FA","rv_fa","0.8694","","","RV-FA=0.8694","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","20","HEAD ABLATION","A6 trained head: inference ablation (all 8 subspace combos)","avh_sup/eval_head_ablation.py","23658627","A6","overall","overall","0.3568","","-0.5118","overall=0.3568(-0.5118)","THE main paper evidence. A6 dedicated u_v for FV-RA; u_a for RV-FA/FV-FA. Unique subspaces are task-critical"
"7","21","HEAD ABLATION","FV-RA routing summary across all models","Aggregated from head_ablation.py","23658625 / 23658626 / 23658627","A2","FV-RA_base","fv_ra_base","0.4949","","","FV-RA_base=0.4949","Core ablation cascade figure for paper"
"7","21","HEAD ABLATION","FV-RA routing summary across all models","Aggregated from head_ablation.py","23658625 / 23658626 / 23658627","A2","deltaFVRA_from_mask_vc","deltafvra_from_mask_vc","-0.0336","","","deltaFVRA_from_mask_vc=-0.0336","Core ablation cascade figure for paper"
"7","21","HEAD ABLATION","FV-RA routing summary across all models","Aggregated from head_ablation.py","23658625 / 23658626 / 23658627","A5","FV-RA_base","fv_ra_base","0.5860","","","FV-RA_base=0.5860","Core ablation cascade figure for paper"
"7","21","HEAD ABLATION","FV-RA routing summary across all models","Aggregated from head_ablation.py","23658625 / 23658626 / 23658627","A5","deltaFVRA_from_mask_vis","deltafvra_from_mask_vis","-0.1131","","","deltaFVRA_from_mask_vis=-0.1131","Core ablation cascade figure for paper"
"7","21","HEAD ABLATION","FV-RA routing summary across all models","Aggregated from head_ablation.py","23658625 / 23658626 / 23658627","A6","FV-RA_base","fv_ra_base","0.7206","","","FV-RA_base=0.7206","Core ablation cascade figure for paper"
"7","21","HEAD ABLATION","FV-RA routing summary across all models","Aggregated from head_ablation.py","23658625 / 23658626 / 23658627","A6","deltaFVRA_from_mask_uv","deltafvra_from_mask_uv","-0.3544","","","deltaFVRA_from_mask_uv=-0.3544","Core ablation cascade figure for paper"
"8","22","SANITY CHECKS","Modality-origin probe (FV-RA vs RV-FA in Z_c/Z_s)","avh_sup/eval_modality_origin_probe.py","23656622 / 23656623","A2","Zc_AUC","zc_auc","0.9988","","","Zc_AUC=0.9988","Sanity/supplementary only"
"8","22","SANITY CHECKS","Modality-origin probe (FV-RA vs RV-FA in Z_c/Z_s)","avh_sup/eval_modality_origin_probe.py","23656622 / 23656623","A2","Zs_AUC","zs_auc","0.9992","","","Zs_AUC=0.9992","Sanity/supplementary only"
"8","22","SANITY CHECKS","Modality-origin probe (FV-RA vs RV-FA in Z_c/Z_s)","avh_sup/eval_modality_origin_probe.py","23656622 / 23656623","A6","Zc_AUC","zc_auc","1.0000","","","Zc_AUC=1.0000","Sanity/supplementary only"
"8","22","SANITY CHECKS","Modality-origin probe (FV-RA vs RV-FA in Z_c/Z_s)","avh_sup/eval_modality_origin_probe.py","23656622 / 23656623","A6","Zs_AUC","zs_auc","1.0000","","","Zs_AUC=1.0000","Sanity/supplementary only"
"8","23","SANITY CHECKS","Manipulation probe (FV-RA vs FV-FA — audio manipulation detectable?)","Existing manipulation probe","Prior batches","A2","Zc_AUC","zc_auc","0.9999","","","Zc_AUC=0.9999","Sanity/supplementary only"
"8","23","SANITY CHECKS","Manipulation probe (FV-RA vs FV-FA — audio manipulation detectable?)","Existing manipulation probe","Prior batches","A2","Zs_AUC","zs_auc","0.9999","","","Zs_AUC=0.9999","Sanity/supplementary only"
"8","23","SANITY CHECKS","Manipulation probe (FV-RA vs FV-FA — audio manipulation detectable?)","Existing manipulation probe","Prior batches","A6","Zc_AUC","zc_auc","0.9995","","","Zc_AUC=0.9995","Sanity/supplementary only"
"8","23","SANITY CHECKS","Manipulation probe (FV-RA vs FV-FA — audio manipulation detectable?)","Existing manipulation probe","Prior batches","A6","Zs_AUC","zs_auc","0.9999","","","Zs_AUC=0.9999","Sanity/supplementary only"
"9","24","LEADING SILENCE","True-trimmed leading-silence evaluation (corrected protocol)","avh_sup/eval_leading_silence_robustness.py","eval_silence_rob_trimmed_A5_seed43 / eval_silence_rob_trimmed_A6_seed43","A5","overall_trimmed","overall_trimmed","0.7489","","-0.0697","overall_trimmed=0.7489 (delta=-0.0697)","Supplementary robustness result; supports visual-routing claim"
"9","24","LEADING SILENCE","True-trimmed leading-silence evaluation (corrected protocol)","avh_sup/eval_leading_silence_robustness.py","eval_silence_rob_trimmed_A5_seed43 / eval_silence_rob_trimmed_A6_seed43","A5","RV-FA_trimmed","rv_fa_trimmed","0.8994","","-0.0962","RV-FA_trimmed=0.8994 (delta=-0.0962)","Supplementary robustness result; supports visual-routing claim"
"9","24","LEADING SILENCE","True-trimmed leading-silence evaluation (corrected protocol)","avh_sup/eval_leading_silence_robustness.py","eval_silence_rob_trimmed_A5_seed43 / eval_silence_rob_trimmed_A6_seed43","A5","FV-RA_trimmed","fv_ra_trimmed","0.6058","","-0.0098","FV-RA_trimmed=0.6058 (delta=-0.0098)","Supplementary robustness result; supports visual-routing claim"
"9","24","LEADING SILENCE","True-trimmed leading-silence evaluation (corrected protocol)","avh_sup/eval_leading_silence_robustness.py","eval_silence_rob_trimmed_A5_seed43 / eval_silence_rob_trimmed_A6_seed43","A5","FV-FA_trimmed","fv_fa_trimmed","0.8674","","-0.1209","FV-FA_trimmed=0.8674 (delta=-0.1209)","Supplementary robustness result; supports visual-routing claim"
"9","24","LEADING SILENCE","True-trimmed leading-silence evaluation (corrected protocol)","avh_sup/eval_leading_silence_robustness.py","eval_silence_rob_trimmed_A5_seed43 / eval_silence_rob_trimmed_A6_seed43","A6","overall_trimmed","overall_trimmed","0.8187","","-0.0698","overall_trimmed=0.8187 (delta=-0.0698)","Supplementary robustness result; supports visual-routing claim"
"9","24","LEADING SILENCE","True-trimmed leading-silence evaluation (corrected protocol)","avh_sup/eval_leading_silence_robustness.py","eval_silence_rob_trimmed_A5_seed43 / eval_silence_rob_trimmed_A6_seed43","A6","RV-FA_trimmed","rv_fa_trimmed","0.8654","","-0.1346","RV-FA_trimmed=0.8654 (delta=-0.1346)","Supplementary robustness result; supports visual-routing claim"
